60	Bubble_Beam	10	1	20	65	1
61	Aurora_Beam	14	1	20	65	1
62	Hyper_Beam	0	1	5	150	0.9
63	Peck		2	0	35	35	1
64	Drill_Peck	2	0	20	80	1
65	Submission	1	0	25	80	0.8
66	Low_Kick	1	0	20	-1	1
67	Counter		1	0	20	-1	1
68	Seismic_Toss	1	0	20	-1	1
69	Strength	0	0	15	80	1
70	Absorb		11	1	25	20	1
71	Mega_Drain	11	1	15	40	1
72	Leech_Seed	11	2	10	-1	0.9
73	Growth		0	2	20	-1	-1
74	Razor_Leaf	11	0	25	55	0.95
75	Solar_Beam	11	1	10	120	1
76	Poison_Powder	3	2	35	-1	0.75
77	Stun_Spore	11	2	30	-1	0.75
78	Sleep_Powder	11	2	15	-1	0.75
79	Petal_Dance	11	1	10	120	1
80	String_Shot	6	2	40	-1	0.95
81	Dragon_Rage	15	1	10	-1	1
82	Fire_Spin	9	1	15	35	0.85
83	Thunder_Shock	12	1	30	40	1
84	Thunderbolt	12	1	15	90	1
85	Thunder_Wave	12	2	20	-1	1
86	Thunder		12	1	10	110	0.7
87	Rock_Throw	5	0	15	50	0.9
88	Earthquake	4	0	10	100	1
89	Fissure		4	0	5	-1	-1
90	Dig		4	0	10	80	1
91	Toxic		3	2	10	-1	0.9
92	Confusion	13	1	25	50	1
93	Psychic		13	1	10	90	1
94	Hypnosis	13	2	20	-1	0.6
95	Meditate	13	2	40	-1	-1
96	Agility		13	2	30	-1	-1
97	Quick_Attack	0	0	30	40	1
98	Rage		0	0	20	20	1
99	Teleport	13	2	20	-1	-1
100	Night_Shade	7	1	15	-1	1
101	Mimic		0	2	10	-1	1
102	Screech		0	2	40	-1	0.85
103	Double_Team	0	2	15	-1	-1
104	Recover		0	2	10	-1	-1
105	Harden		0	2	30	-1	-1
106	Minimize	0	2	10	-1	-1
107	Smokescreen	0	2	20	-1	1
108	Confuse_Ray	7	2	10	-1	1
109	Withdraw	10	2	40	-1	-1
110	Defense_Curl	0	2	40	-1	-1
111	Barrier		13	2	20	-1	-1
112	Light_Screen	13	2	30	-1	-1
113	Haze		14	2	30	-1	-1
114	Reflect		13	2	20	-1	-1
115	Focus_Energy	0	2	30	-1	-1
116	Bide		0	0	10	-1	1
117	Metronome	0	2	10	-1	-1
118	Mirror_Move	2	2	20	-1	-1
119	Self-Destruct	0	0	5	200	1
120	Egg_Bomb	0	0	10	100	0.75
121	Lick		7	0	30	30	1
122	Smog		2	1	20	30	0.7
123	Sludge		2	1	20	65	1
124	Bone_Club	3	0	20	65	0.85
125	Fire_Blast	9	1	5	110	0.85
126	Waterfall	10	0	15	80	1
127	Clamp		10	0	15	35	0.85
128	Swift		0	1	20	60	-1
129	Skull_Bash	0	0	10	130	1
130	Spike_Cannon	0	0	15	20	1
131	Constrict	0	0	35	10	1
132	Amnesia		13	2	20	-1	-1
133	Kinesis		13	2	15	-1	0.8
134	Soft-Boiled	0	2	10	-1	-1
135	High_Jump_Kick	1	0	10	130	0.9
136	Glare		0	2	30	-1	1
137	Dream_Eater	13	1	15	100	1
138	Poison_Gas	3	2	40	-1	0.9
139	Barrage		0	0	20	15	0.85
140	Leech_Life	6	0	15	20	1
141	Lovely_Kiss     0       2       10      -1      0.75
142	Sky_Attack      2       0       5       140     0.9
143	Transform       0       2       10      -1      -1
144	Bubble          10      1       30      40      1
145	Dizzy_Punch     0       0       10      70      1
146     Spore           11      2       15      -1      1
147     Flash           0       2       20      -1      1
148     Psywave         13      1       15      -1      1
149     Splash          0       2       40      -1      -1
150     Acid_Armor      3       2       20      -1      -1
151     Crabhammer      10      0       10      100     0.9
152     Explosion       0       0       5       250     1
153     Fury_Swipes     0       0       15      18      0.8
154     Bonemerang      4       0       10      50      0.9
155     Rest            13      2       10      -1      -1
156     Rock_Slide      5       0       10      75      0.9
157     Hyper_Fang      0       0       15      80      0.9
158     Sharpen         0       2       30      -1      -1
159     Conversion      0       2       30      -1      -1
160     Tri_Attack      0       1       10      80      1
161     Super_Fang      0       0       10      -1      0.9
162     Slash           0       0       20      70      1
163     Substitute      0       2       10      -1      -1
164     Struggle        0       0       1       50      -1
165     Sketch          0       2       1       -1      -1
166     Triple_Kick     1       0       10      10      0.9
167     Thief           16      0       25      60      1
168     Spider_Web      6       2       10      -1      -1
169     Mind_Reader     0       2       5       -1      -1
170     Nightmare       7       2       15      -1      1
171     Flame_Wheel     9       0       25      60      2
172     Snore           0       1       15      50      1
173     Curse           7       2       10      -1      -1
174     Flail           0       0       15      -1      1
175     Conversion_2    0       2       30      -1      -1
176     Aeroblast       2       1       5       100     0.95
177     Cotton_Spore    11      2       40      -1      1
178     Reversal        1       0       15      -1      1
179     Spite           7       2       10      -1      1
180     Powder_Snow     14      1       25      40      1
181     Protect         0       2       10      -1      -1
182     Mach_Punch      1       0       30      40      1
183     Scary_Face      0       2       10      -1      1
184     Feint_Attack    16      0       20      60      -1
185     Sweet_Kiss      17      2       10      -1      0.75
186     Belly_Drum      0       2       10      -1      -1
187     Sludge_Bomb     3       1       10      90      1
188     Mud-Slap        4       1       10      20      1
189     Octazooka       10      1       10      65      0.85
190     Spikes          4       2       20      -1      -1
191     Zap_Cannon      12      1       5       120     0.5
192     Foresight       0       2       40      -1      -1
193     Destiny_Bond    7       2       5       -1      -1
194     Perish_Song     0       2       5       -1      -1
195     Icy_Wind        14      1       15      55      0.95
196     Detect          1       2       5       -1      -1
197     Bone_Rush       4       0       10      25      0.9
198     Lock-On         0       2       5       -1      -1
199     Outrage         15      0       10      120     1
200     Sandstorm       5       2       10      -1      -1
201     Giga_Drain      11      1       10      75      1
202     Endure          0       2       10      -1      -1
203     Charm           17      2       20      -1      1
204     Rollout         5       0       20      30      0.9
205     False_Swipe     0       0       40      40      1
206     Swagger         0       2       15      -1      0.85
207     Milk_Drink      0       2       10      -1      -1
208     Spark           12      0       20      65      1
209     Fury_Cutter     6       0       20      40      0.95
210     Steel_Wing      8       0       25      70      0.9
211     Mean_Look       0       2       5       -1      -1
212     Attract         0       2       15      -1      1
213     Sleep_Talk      0       2       10      -1      -1
214     Heal_Bell       0       2       5       -1      -1
215     Return          0       0       20      -1      1
216     Present         0       0       15      -1      0.9
217     Frustration     0       0       20      -1      1
218     Safeguard       0       2       25      -1      -1
219     Pain_Split      0       2       20      -1      -1
220     Sacred_Fire     9       0       5       100     0.95
221     Magnitude       4       0       30      -1      1
222     Dynamic_Punch   1       0       5       100     0.5
223     Megahorn        6       0       10      120     0.85
224     Dragon_Breath   15      1       20      60      1
225     Baton_Pass      0       2       40      -1      -1
226     Encore          0       2       5       -1      1
227     Pursuit         16      0       20      40      1
228     Rapid_Spin      0       0       40      20      1
229     Sweet_Scent     0       2       20      -1      1
230     Iron_Tail       8       0       15      100     0.75
231     Metal_Claw      8       0       35      50      0.95
232     Vital_Throw     1       0       10      70      -1
233     Morning_Sun     0       2       5       -1      -1
234     Synthesis       11      2       5       -1      -1
235     Moonlight       17      2       5       -1      -1
236     Hidden_Power    0       1       15      60      1
237     Cross_Chop      1       0       5       100     0.8
238     Twister         15      1       20      40      1
239     Rain_Dance      10      2       5       -1      -1
240     Sunny_Day       9       2       5       -1      -1
241     Crunch          16      0       15      80      1
242     Mirror_Coat     13      1       20      -1      1
243     Psych_Up        0       2       10      -1      -1
244     Extreme_Speed   0       0       5       80      1
245     Ancient_Power   5       1       5       60      1
246     Shadow_Ball     7       1       15      80      1
247     Future_Sight    13      1       10      120     1
248     Rock_Smash      1       0       15      40      1
249     Whirlpool       10      1       15      35      0.85
250     Beat_Up         16      0       10      -1      1
251     Fake_Out        0       0       10      40      1
252     Uproar          0       1       10      90      1
253     Stockpile       0       2       20      -1      -1
254     Spit_Up         0       1       10      -1      1
255     Swallow         0       2       10      -1      -1
256     Heat_Wave       9       1       10      95      0.9
257     Hail            14      2       10      -1      -1
258     Torment         16      2       15      -1      1
259     Flatter         16      2       15      -1      1
260     Will-O-Wisp     14      2       15      -1      0.85
261     Memento         16      2       10      -1      1
262     Facade          0       0       20      70      1
263     Focus_Punch     1       0       20      150     1
264     Smelling_Salts  0       0       10      70      1
265     Follow_Me       0       2       20      -1      -1
266     Nature_Power    0       2       20      -1      -1
267     Charge          12      2       20      -1      -1
268     Taunt           16      2       20      -1      1
269     Helping_Hand    0       2       20      -1      -1
270     Trick           13      2       10      -1      1
271     Role_Play       13      2       10      -1      -1
272     Wish            0       2       10      -1      -1
273     Assist          0       2       20      -1      -1
274     Ingrain         11      2       20      -1      -1
275     Superpower      1       0       5       120     1
276     Magic_Coat      13      2       15      -1      -1
277     Recycle         0       2       10      -1      -1
278     Revenge         1       0       10      60      1
279     Brick_Break     1       0       15      75      1
280     Yawn            0       2       10      -1      -1
281     Knock_Off       16      0       20      65      1
282     Endeavor        0       0       5       -1      1
283     Eruption        9       1       5       150     1
284     Skill_Swap      13      2       10      -1      -1
285     Imprison        13      2       10      -1      -1
286     Refresh         0       2       20      -1      -1
287     Grudge          7       2       5       -1      -1
288     Snatch          16      2       10      -1      -1
289     Secret_Power    0       0       20      70      1
290     Dive            10      0       10      80      1
291     Arm_Thrust      1       0       20      15      1
292     Camouflage      0       2       20      -1      -1
293     Tail_Glow       6       2       20      -1      -1
294     Luster_Purge    13      1       5       70      1
295     Mist_Ball       13      1       5       70      1
296     Feather_Dance   2       2       15      -1      1
297     Teeter_Dance    0       2       20      -1      1
298     Blaze_Kick      9       0       10      85      0.9
299     Mud_Sport       4       2       15      -1      -1
300     Ice_Ball        14      0       20      30      0.9
301     Needle_Arm      11      0       15      60      1
302     Slack_Off       0       2       10      -1      -1
303     Hyper_Voice     0       1       10      90      1
304     Poison_Fang     3       0       15      50      1
305     Crush_Claw      0       0       10      75      0.95
306     Blast_Burn      9       1       5       150     0.9
307     Hydro_Cannon    10      1       5       150     0.9
308     Meteor_Mash     8       0       10      90      0.9
309     Astonish        7       0       15      30      1
310     Weather_Ball    0       1       10      50      1
311     Aromatherapy    11      2       5       -1      -1
312     Fake_Tears      16      2       20      -1      1
313     Air_Cutter      2       1       25      60      0.95
314     Overheat        9       1       5       130     0.9
315     Odor_Sleuth     0       2       40      -1      -1
316     Rock_Tomb       5       0       15      60      0.95
317     Silver_Wind     6       1       5       60      1
318     Metal_Sound     8       2       40      -1      0.85
319     Grass_Whistle   11      2       15      -1      0.55
320     Tickle          0       2       20      -1      1
321     Cosmic_Power    13      2       20      -1      -1
322     Water_Spout     10      1       5       150     1
323     Signal_Beam     6       1       15      75      1
324     Shadow_Punch    7       0       20      60      -1
325     Extrasensory    13      1       20      80      1
326     Sky_Uppercut    1       0       15      85      0.9
327     Sand_Tomb       4       0       15      35      0.85
328     Sheer_Cold      14      1       5       -1      -1
329     Muddy_Water     10      1       10      90      0.85
330     Bullet_Seed     11      0       30      25      1
331     Aerial_Ace      2       0       20      60      -1
332     Icicle_Spear    14      0       30      25      1
333     Iron_Defense    8       2       15      -1      -1
334     Block           0       2       5       -1      -1
335     Howl            0       2       40      -1      -1
336     Dragon_Claw     15      0       15      80      1
337     Frenzy_Plant    11      1       5       150     0.9
338     Bulk_Up         1       2       20      -1      -1
339     Bounce          2       0       5       85      0.85
340     Mud_Shot        4       1       15      55      0.95
341     Poison_Tail     3       0       25      50      1
342     Covet           0       0       25      60      1
343     Volt_Tackle     12      0       15      120     1
344     Magical_Leaf    11      1       20      60      -1
345     Water_Sport     10      2       15      -1      -1
346     Calm_Mind       13      2       20      -1      -1
347     Leaf_Blade      11      0       15      90      1
348     Dragon_Dance    15      2       20      -1      -1
349     Rock_Blast      5       0       10      25      0.9
350     Shock_Wave      12      1       20      60      -1
351     Water_Pulse     10      1       20      60      1
352     Doom_Desire     8       1       5       140     1
353     Psycho_Boost    13      1       5       140     0.9
354     Roost           2       2       10      -1      -1
355     Gravity         13      2       5       -1      -1
356     Miracle_Eye     13      2       40      -1      -1
357     Wake-Up_Slap    1       0       10      70      1
358     Hammer_Arm      1       0       10      100     0.9
359     Gyro_Ball       8       0       5       -1      1
360     Healing_Wish    13      2       10      -1      -1
361     Brine           10      1       10      65      1
362     Natural_Gift    0       0       15      -1      1
363     Feint           0       0       10      30      1
364     Pluck           2       0       20      60      1
365     Tailwind        2       2       15      -1      -1
366     Acupressure     0       2       30      -1      -1
367     Metal_Burst     8       0       10      -1      1
368     U-turn          6       0       20      70      1
369     Close_Combat    1       0       5       120     1
370     Payback         16      0       10      50      1
371     Assurance       16      0       10      60      1
372     Embargo         16      2       15      -1      1
373     Fling           16      0       10      -1      1
374     Psycho_Shift    13      2       10      -1      1
375     Trump_Card      0       1       5       -1      -1
376     Heal_Block      13      2       15      -1      1
377     Wring_Out       0       1       5       -1      1
378     Power_Trick     13      2       10      -1      -1
379     Gastro_Acid     3       2       10      -1      1
380     Lucky_Chant     0       2       30      -1      -1
381     Me_First        0       2       20      -1      -1
382     Copycat         0       2       20      -1      -1
383     Power_Swap      13      2       10      -1      -1
384     Guard_Swap      13      2       10      -1      -1
385     Punishment      16      0       5       -1      1
386     Last_Resort     0       0       5       140     1
387     Worry_Seed      11      2       10      -1      1
388     Sucker_Punch    16      0       5       70      1
389     Toxic_Spikes    3       2       20      -1      -1
390     Heart_Swap      13      2       10      -1      -1
391     Aqua_Ring       10      2       20      -1      -1
392     Magnet_Rise     12      2       10      -1      -1
393     Flare_Blitz     9       0       15      120     1
394     Force_Palm      1       0       10      60      1
395     Aura_Sphere     1       1       20      80      -1
396     Rock_Polish     5       2       20      -1      -1
397     Poison_Jab      3       0       20      80      1
398     Dark_Pulse      16      1       15      80      1
399     Night_Slash     16      0       15      70      1
400     Aqua_Tail       10      0       10      90      0.9
401     Seed_Bomb       11      0       15      80      1
402     Air_Slash       2       1       15      75      0.95
403     X-Scissor       6       0       15      80      1
404     Bug_Buzz        6       1       10      90      1
405     Dragon_Pulse    15      1       10      85      1
406     Dragon_Rush     15      0       10      100     0.75
407     Power_Gem       5       1       20      80      1
408     Drain_Punch     1       0       10      75      1
409     Vacuum_Wave     1       1       30      40      1
410     Focus_Blast     1       1       5       120     0.7
411     Energy_Ball     11      1       10      90      1
412     Brave_Bird      2       0       15      120     1
413     Earth_Power     4       1       10      90      1
414     Switcheroo      16      2       10      -1      1
415     Giga_Impact     0       0       5       150     0.9
416     Nasty_Plot      16      2       20      -1      -1
417     Bullet_Punch    8       0       30      40      1
418     Avalanche       14      0       10      60      1
419     Ice_Shard       14      0       30      40      1
420     Shadow_Claw     7       0       15      70      1
421     Thunder_Fang    12      0       15      65      0.95
422     Ice_Fang        14      0       15      65      0.95
423     Fire_Fang       9       0       15      65      0.95
424     Shadow_Sneak    7       0       30      40      1
425     Mud_Bomb        4       1       10      65      0.85
426     Psycho_Cut      13      0       20      70      1
427     Zen_Headbutt    13      0       15      80      0.9
428     Mirror_Shot     8       1       10      65      0.85
429     Flash_Cannon    8       1       10      80      1
430     Rock_Climb      0       0       20      90      0.85
431     Defog           2       2       15      -1      -1
432     Trick_Room      13      2       5       -1      -1
433     Draco_Meteor    15      1       5       130     0.9
434     Discharge       12      1       15      80      1
435     Lava_Plume      9       1       15      80      1
436     Leaf_Storm      11      1       5       130     0.9
437     Power_Whip      11      0       10      120     0.85
438     Rock_Wrecker    5       0       5       150     0.9
439     Cross_Poison    3       0       20      70      1
440     Gunk_Shot       3       0       5       120     0.8
441     Iron_Head       8       0       15      80      1
442     Magnet_Bomb     8       0       20      60      -1
443     Stone_Edge      5       0       5       100     0.8
444     Captivate       0       2       20      -1      1
445     Stealth_Rock    5       2       20      -1      -1
446     Grass_Knot      11      1       20      -1      1
447     Chatter         2       1       20      65      1
448     Judgment        0       1       10      100     1
449     Bug_Bite        6       0       20      60      1
450     Charge_Beam     12      1       10      50      0.9
451     Wood_Hammer     11      0       15      120     1
452     Aqua_Jet        10      0       20      40      1
453     Attack_Order    6       0       15      90      1
454     Defend_Order    6       2       10      -1      -1
455     Heal_Order      6       2       10      -1      -1
456     Head_Smash      5       0       5       150     0.8
457     Double_Hit      0       0       10      35      0.9
458     Roar_of_Time    15      1       5       150     0.9
459     Spacial_Rend    15      1       5       100     0.95
460     Lunar_Dance     13      2       10      -1      -1
461     Crush_Grip      0       0       5       -1      1
462     Magma_Storm     9       1       5       100     0.75
463     Dark_Void       16      2       10      -1      0.5
464     Seed_Flare      11      1       5       120     0.85
465     Omnious_Wind    7       1       5       60      1
466     Shadow_Force    7       0       5       120     1
467     Hone_Claws      16      2       15      -1      -1
468     Wide_Guard      5       2       10      -1      -1
469     Guard_Split     13      2       10      -1      -1
470     Power_Split     13      2       10      -1      -1
471     Wonder_Room     13      2       10      -1      -1
472     Psyshock        13      1       10      80      1
473     Venoshock       3       1       10      65      1
474     Autotomize      8       2       15      -1      -1
475     Rage_Powder     6       2       20      -1      -1
476     Telekinesis     13      2       15      -1      -1
477     Magic_Room      13      2       10      -1      -1
478     Smack_Down      5       0       15      50      1
479     Storm_Throw     1       0       10      60      1
480     Flame_Burst     9       1       15      70      1
481     Sludge_Wave     3       1       10      95      1
482     Quiver_Dance    6       2       20      -1      -1
483     Heavy_Slam      8       0       10      -1      1
484     Synchronoise    13      1       10      120     1
485     Electro_Ball    12      1       10      -1      1
486     Soak            10      2       20      -1      -1
487     Flame_Charge    9       0       20      50      1
488     Coil            3       2       20      -1      -1
489     Low_Sweep       1       0       20      65      1
490     Acid_Spray      3       1       20      40      1
491     Foul_Play       16      0       15      95      1
492     Simple_Beam     0       2       15      -1      1
493     Entrainment     0       2       15      -1      1
494     After_You       0       2       15      -1      -1
495     Round           0       1       15      60      1
496     Echoed_Voice    0       1       15      40      1
497     Chip_Away       0       0       20      70      1
498     Clear_Smog      3       1       15      50      -1
499     Stored_Power    13      1       10      20      1
500     Quick_Guard     1       2       15      -1      -1
501     Ally_Switch     13      2       15      -1      -1
502     Scald           10      1       15      80      1
503     Shell_Smash     0       2       15      -1      -1
504     Heal_Pulse      13      2       10      -1      -1
505     Hex             7       1       10      65      1
506     Sky_Drop        2       0       10      60      1
507     Shift_Gear      8       2       10      -1      -1
508     Circle_Throw    1       0       10      60      0.9
509     Incinerate      9       1       15      60      1
510     Quash           16      2       15      -1      1
511     Acrobatics      2       0       15      55      -1
512     Reflect_Type    0       2       15      -1      -1
513     Retaliate       0       0       5       70      1
514     Final_Gambit    1       1       5       -1      1
515     Bestow          0       2       15      -1      -1
516     Inferno         9       1       5       100     0.5
517     Water_Pledge    10      1       10      80      1
518     Fire_Pledge     9       1       10      80      1
519     Grass_Pledge    11      1       10      80      1
520     Volt_Switch     12      1       20      70      1
521     Struggle_Bug    6       1       20      50      1
522     Bulldoze        4       0       20      60      1
523     Frost_Breath    14      1       10      60      0.9
524     Dragon_Tail     15      0       10      60      0.9
525     Work_Up         0       2       30      -1      -1
526     Electroweb      12      1       15      55      0.95
527     Wild_Charge     12      0       15      90      1
528     Drill_Run       4       0       10      80      0.95
529     Dual_Chop       15      0       15      40      0.9
530     Heart_Stamp     13      0       25      60      1
531     Horn_Leech      11      0       10      75      1
532     Sacred_Sword    1       0       15      90      1
533     Razor_Shell     10      0       10      75      0.95
534     Heat_Crash      9       0       10      -1      1
535     Leaf_Tornado    11      1       10      65      0.9
536     Steamroller     6       0       20      65      1
537     Cotton_Guard    11      2       10      -1      -1
538     Night_Daze      16      1       10      85      0.95
539     Psystrike       13      1       10      100     1
540     Tail_Slap       0       0       10      25      0.85
541     Hurricane       2       1       10      110     0.7
542     Head_Charge     0       0       15      120     1
543     Gear_Grind      8       0       15      50      0.85
544     Searing_Shot    9       1       5       100     1
545     Techno_Blast    0       1       5       120     1
546     Relic_Song      0       1       10      75      1
547     Secret_Sword    1       1       10      85      1
548     Glaciate        14      1       10      65      0.95
549     Bolt_Strike     12      0       5       130     0.85
550     Blue_Flare      9       1       5       130     0.85
551     Fiery_Dance     9       1       10      80      1
552     Freeze_Shock    14      0       5       140     0.9
553     Ice_Burn        14      1       5       140     0.9
554     Snarl           16      1       15      55      0.95
555     Icicle_Crash    14      0       10      85      0.9
556     V-create        9       0       5       180     0.95
557     Fusion_Flare    9       1       5       100     1
558     Fusion_Bolt     12      0       5       100     1
559     Flying_Press    1       0       10      100     0.95
560     Mat_Block       1       2       10      -1      -1
561     Belch           3       1       10      120     0.9
562     Rototiller      4       2       10      -1      -1
563     Sticky_Web      6       2       20      -1      -1
564     Fell_Stinger    6       0       25      50      1
565     Phantom_Force   7       0       10      90      1
566     Trick-or-Treat  7       2       20      -1      1
567     Noble_Roar      0       2       30      -1      1
568     Ion_Deluge      12      2       25      -1      -1
569     Parabolic_Charge    12      1       20      65      1
570     Forest's_Curse  11      2       20      -1      1
571     Petal_Blizzard  11      0       15      90      1
572     Freeze-Dry      14      1       20      70      1
573     Disarming_Voice 17      1       15      40      -1
574     Parting_Shot    16      2       20      -1      1
575     Topsy_Turvy     16      2       20      -1      -1
576     Draining_Kiss   17      1       10      50      1
577     Craft_Shield    17      2       10      -1      -1
578     Flower_Shield   17      2       10      -1      -1
579     Grassy_Terrain  11      2       10      -1      -1
580     Misty_Terrain   17      2       10      -1      -1
581     Electrify       12      2       20      -1      -1
582     Play_Rough      17      0       10      90      0.9
583     Fairy_Wind      17      1       30      40      1
584     Moonblast       17      1       15      95      1
585     Boomburst       0       1       10      140     1
586     Fairy_Lock      17      2       10      -1      -1
587     King's_Shield   8       2       10      -1      -1
588     Play_Nice       0       2       20      -1      -1
589     Confide         0       2       20      -1      -1
590     Diamond_Storm   5       0       5       100     0.95
591     Steam_Eruption  10      1       5       110     0.95
592     Hyperspace_Hole 13      1       5       80      -1
593     Water_Shuriken  10      1       20      15      1
594     Mysical_Fire    9       1       10      75      1
595     Spiky_Shield    11      2       10      -1      -1
596     Aromatic_Mist   17      2       20      -1      -1
597     Eerie_Impulse   13      2       15      -1      1
598     Venom_Drench    3       2       20      -1      1
599     Powder          6       2       20      -1      1
600     Geomancy        17      2       10      -1      -1
601     Magnetic_Flux   13      2       20      -1      -1
602     Happy_Hour      0       2       30      -1      -1
603     Electric_Terrain    13      2       10      -1      -1
604     Dazzling_Gleam  17      1       10      80      1
605     Celebrate       0       2       40      -1      -1
606     Hold_Hands      0       2       40      -1      -1
607     Baby-Doll_Eyes  17      2       30      -1      1
608     Nuzzle          13      0       20      20      1
609     Hold_Back       0       0       40      40      1
610     Infestation     6       1       20      20      1
611     Power-Up_Punch  1       0       20      40      1
612     Oblivion_Wing   2       1       10      80      1
613     Thousand_Arrows 4       0       10      90      1
614     Thousand_Waves  4       0       10      90      1
615     Land's_Wrath    4       0       10      90      1
616     Light_of_Ruin   17      1       5       140     0.9
617     Origin_Pulse    10      1       10      110     0.85
618     Precipice_Blades    4       0       10      120     0.85
619     Dragon_Ascent   2       0       5       120     1
620     Hyperspace_Fury 16      0       5       100     -1
